"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"02180","5","1012","73","0","2023","4","",12,51,40,36,549727,307295,6481,999,"",0.53,0.25,0.20,0.18,0.14,0.30,0.21,0.66,"",1,9.1,-39,-43.3,-3,-7.0,6,20.0,-469174,-46.0,-542779,-63.9,-18102,-73.6,-444,-30.8
"02185","5","1012","73","0","2023","4","",17,324,300,490,12362763,5040997,108269,2561,"",0.99,0.58,0.54,0.85,0.61,1.30,0.99,0.93,"N",-2,-10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02188","3","1012","73","0","2023","4","",9,23,24,20,198114,190431,3861,682,"",163.91,11.00,12.05,10.13,5.08,118.85,361.61,0.46,"",0,0.0,-3,-11.5,7,41.2,0,0.0,19308,10.8,15764,9.0,-465,-10.7,27,4.1
"02188","5","1012","73","0","2023","4","",10,93,46,36,1975628,407987,9375,2605,"",0.83,0.58,0.30,0.24,0.51,0.44,0.35,1.34,"",0,0.0,1,1.1,-18,-28.1,-6,-14.3,-255778,-11.5,-127223,-23.8,-6014,-39.1,4,0.2
"02195","5","1012","73","0","2023","4","",10,43,41,47,897031,348787,7123,1580,"",0.76,0.67,0.70,0.84,0.99,1.22,0.79,1.35,"",-3,-23.1,0,0.0,5,13.9,13,38.2,394061,78.3,160075,84.8,2608,57.8,553,53.8
"02198","5","1012","73","0","2023","4","",25,43,47,50,484798,304880,5973,799,"",1.35,0.39,0.45,0.49,0.31,0.65,0.42,0.69,"",3,13.6,-3,-6.5,9,23.7,9,22.0,38831,8.7,-38523,-11.2,-1953,-24.6,-24,-2.9
"02220","5","1012","73","0","2023","4","",43,205,186,170,4301415,960430,18927,1769,"",1.37,0.95,0.92,0.87,1.19,0.86,0.54,1.30,"",4,10.3,17,9.0,10,5.7,36,26.9,759426,21.4,-46337,-4.6,-7334,-27.9,128,7.8
"02230","5","1012","73","0","2023","4","N",9,0,0,0,0,0,0,0,"N",1.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02240","5","1012","73","0","2023","4","",16,94,96,90,2156594,815014,17249,1777,"",0.81,0.58,0.61,0.56,0.54,0.76,0.52,0.93,"",3,23.1,29,44.6,40,71.4,35,63.6,886256,69.8,510467,167.6,9843,132.9,111,6.7
"02275","5","1012","73","0","2023","4","",11,40,32,38,514966,347048,7493,1080,"",1.41,1.00,0.86,1.01,0.85,2.00,1.38,0.88,"",-2,-15.4,7,21.2,2,6.7,8,26.7,138315,36.7,64197,22.7,-266,-3.4,145,15.5
"02282","5","1012","73","0","2023","4","N",4,0,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02290","3","1012","73","0","2023","4","",2,2,3,2,11420,11420,208,376,"",23.47,1.28,2.02,1.32,0.66,11.28,25.41,0.43,"",0,0.0,-1,-33.3,-1,-25.0,-2,-50.0,-15969,-58.3,-15120,-57.0,-540,-72.2,-199,-34.6
"02290","5","1012","73","0","2023","4","N",8,0,0,0,0,0,0,0,"N",0.43,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02999","5","1012","73","0","2023","4","",50,75,77,77,1704833,619345,13803,1718,"",0.29,0.42,0.45,0.45,0.38,0.48,0.32,0.85,"",-2,-3.8,-21,-21.9,-24,-23.8,-10,-11.5,-827536,-32.7,-259163,-29.5,-8517,-38.2,-340,-16.5
"04000","3","1012","53","0","2023","4","",71,2564,2567,2582,43351258,116783,193,1297,"",0.89,1.17,1.16,1.16,1.32,0.30,0.09,1.13,"",1,1.4,73,2.9,86,3.5,96,3.9,3408619,8.5,38536,49.2,-220,-53.3,61,4.9
"04000","5","1012","53","0","2023","4","",17959,213563,214707,216005,4324978412,280542057,4423457,1549,"",1.03,1.27,1.28,1.30,1.33,1.25,0.79,1.03,"",1721,10.6,13042,6.5,12887,6.4,14164,7.0,382988446,9.7,49925015,21.6,-282032,-6.0,43,2.9
"04001","3","1012","73","0","2023","4","",5,115,114,117,1308558,7250,5,873,"",22.12,9.84,9.83,9.95,9.32,8.30,0.57,0.94,"",0,0.0,2,1.8,5,4.6,5,4.5,29530,2.3,-1806,-19.9,-37,-88.1,-11,-1.2
"04001","5","1012","73","0","2023","4","",50,756,739,717,6446449,952424,72808,673,"",1.01,0.84,0.84,0.82,0.46,1.89,3.31,0.56,"",8,19.0,61,8.8,122,19.8,131,22.4,594461,10.2,244894,34.6,2609,3.7,-39,-5.5
"04003","3","1012","73","0","2023","4","",7,113,112,111,1423951,9314,71,978,"",7.48,4.72,4.67,4.61,4.68,3.06,5.76,1.00,"",0,0.0,7,6.6,6,5.7,3,2.8,132655,10.3,1646,21.5,53,294.4,47,5.0
"04003","5","1012","73","0","2023","4","",236,2019,2028,2051,29293607,2537091,39230,1109,"",1.15,1.10,1.11,1.14,0.97,1.44,1.27,0.87,"",12,5.4,138,7.3,146,7.8,179,9.6,3142705,12.0,990873,64.1,11641,42.2,38,3.5
"04005","3","1012","73","0","2023","4","N",5,0,0,0,0,0,0,0,"N",3.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04005","5","1012","73","0","2023","4","",397,3052,3069,3139,46997636,4044205,74487,1171,"",1.23,0.89,0.90,0.94,0.90,0.98,1.08,0.99,"",24,6.4,278,10.0,327,11.9,369,13.3,7072744,17.7,995866,32.7,28932,63.5,59,5.3
"04007","3","1012","73","0","2023","4","N",3,0,0,0,0,0,0,0,"N",7.35,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04007","5","1012","73","0","2023","4","",150,784,769,784,10830334,974827,11711,1069,"",1.68,0.99,0.98,1.01,0.91,1.11,0.85,0.91,"",11,7.9,35,4.7,33,4.5,47,6.4,549173,5.3,288544,42.0,-3066,-20.7,1,0.1
"04009","3","1012","73","0","2023","4","",5,53,53,53,634738,0,0,921,"",22.37,7.43,7.27,7.20,7.54,0.00,0.00,1.03,"",0,0.0,2,3.9,3,6.0,2,3.9,68661,12.1,0,0.0,0,0.0,62,7.2
"04009","5","1012","73","0","2023","4","",72,433,441,421,5765020,618080,3032,1027,"",1.47,0.79,0.80,0.76,0.69,1.24,0.48,0.88,"",4,5.9,17,4.1,36,8.9,15,3.7,488158,9.3,218299,54.6,-2438,-44.6,35,3.5
"04011","5","1012","73","0","2023","4","N",11,0,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04012","3","1012","73","0","2023","4","N",2,0,0,0,0,0,0,0,"N",14.16,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04012","5","1012","73","0","2023","4","",26,80,94,97,1840440,143231,4208,1567,"",0.84,0.24,0.29,0.30,0.40,0.39,0.65,1.45,"",5,23.8,-5,-5.9,22,30.6,14,16.9,-212509,-10.4,37280,35.2,2630,166.7,-407,-20.6
"04013","3","1012","73","0","2023","4","",19,1215,1209,1208,25227590,6938,5,1603,"",0.37,0.79,0.78,0.77,1.04,0.02,0.00,1.33,"",0,0.0,20,1.7,33,2.8,26,2.2,2204064,9.6,-3820,-35.5,-4,-44.4,108,7.2
"04013","5","1012","73","0","2023","4","",11129,163898,165138,166085,3506793241,212718447,3066644,1634,"",1.00,1.38,1.39,1.41,1.46,1.31,0.83,1.04,"",1004,9.9,11801,7.8,11762,7.7,12499,8.1,329504262,10.4,37326270,21.3,-412828,-11.9,37,2.3
"04015","3","1012","73","0","2023","4","N",1,0,0,0,0,0,0,0,"N",0.56,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04015","5","1012","73","0","2023","4","",726,4423,4400,4422,67045543,6015710,106509,1168,"",1.87,1.51,1.52,1.54,1.60,1.57,1.50,1.05,"",65,9.8,230,5.5,156,3.7,274,6.6,5877142,9.6,1149263,23.6,18015,20.4,46,4.1
"04017","3","1012","73","0","2023","4","N",3,0,0,0,0,0,0,0,"N",4.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04017","5","1012","73","0","2023","4","",249,1473,1499,1447,19879414,2196763,34517,1038,"",1.64,0.99,1.02,1.00,0.95,1.48,1.16,0.94,"",21,9.2,-4,-0.3,21,1.4,3,0.2,-64295,-0.3,225122,11.4,3543,11.4,-8,-0.8
"04019","3","1012","73","0","2023","4","",4,173,180,184,2067788,51748,36,889,"",0.48,0.65,0.67,0.68,0.57,1.33,0.20,0.86,"",0,0.0,-3,-1.7,4,2.3,11,6.4,99218,5.0,24283,88.4,-262,-87.9,24,2.8
"04019","5","1012","73","0","2023","4","",2069,19811,19785,19991,333425903,24260182,416932,1291,"",1.13,0.96,0.96,0.98,0.93,1.08,0.92,0.96,"",163,8.6,2,0.0,-1,0.0,234,1.2,12107464,3.8,3436025,16.5,-53556,-11.4,42,3.4
"04021","3","1012","73","0","2023","4","",7,159,157,161,2219345,12683,9,1074,"",4.17,3.15,3.08,3.13,3.56,1.70,0.29,1.14,"",0,0.0,5,3.2,4,2.6,6,3.9,138120,6.6,3570,39.2,2,28.6,34,3.3
"04021","5","1012","73","0","2023","4","",477,3580,3552,3613,68923701,5102563,86024,1480,"",1.30,0.92,0.92,0.94,1.12,1.19,1.09,1.21,"",82,20.8,291,8.8,249,7.5,280,8.4,11890214,20.8,1207318,31.0,26878,45.4,154,11.6
"04023","3","1012","73","0","2023","4","N",1,0,0,0,0,0,0,0,"N",2.24,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04023","5","1012","73","0","2023","4","",70,270,276,266,3874045,405132,5210,1101,"",0.72,0.37,0.38,0.36,0.31,0.47,0.22,0.83,"",11,18.6,46,20.5,69,33.3,43,19.3,816671,26.7,178535,78.8,1747,50.4,22,2.0
"04025","3","1012","73","0","2023","4","N",4,0,0,0,0,0,0,0,"N",1.51,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04025","5","1012","73","0","2023","4","",994,5837,5769,5741,88200504,6925459,88620,1173,"",1.72,1.56,1.56,1.58,1.57,1.41,0.88,1.00,"",93,10.3,50,0.9,-70,-1.2,-40,-0.7,3428989,4.0,1073254,18.3,-3557,-3.9,49,4.4
"04027","3","1012","73","0","2023","4","N",3,0,0,0,0,0,0,0,"N",2.09,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04027","5","1012","73","0","2023","4","",442,3755,3744,3780,50131293,5564872,171182,1026,"",1.41,0.97,0.92,0.92,0.82,0.88,0.26,0.88,"",41,10.2,2,0.1,-6,-0.2,55,1.5,4429526,9.7,1861633,50.3,16267,10.5,87,9.3
"04999","3","1012","73","0","2023","4","N",2,0,0,0,0,0,0,0,"N",0.23,0,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04999","5","1012","73","0","2023","4","N",861,0,0,0,0,0,0,0,"N",0.45,0,0,0,0,0,0,0,"N",177,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05000","2","1012","53","0","2023","4","",10,2626,2651,2697,28705097,0,0,831,"",0.61,4.43,4.41,4.44,3.79,0.00,0.00,0.86,"",0,0.0,41,1.6,61,2.4,105,4.1,-394339,-1.4,0,0.0,0,0.0,-34,-3.9
"05000","3","1012","53","0","2023","4","",112,3165,3169,3177,34863578,602226,1694,846,"",3.04,3.57,3.57,3.56,3.19,5.08,3.26,0.89,"",2,1.8,70,2.3,78,2.5,92,3.0,2844121,8.9,-481289,-44.4,-1601,-48.6,49,6.1
"05000","5","1012","53","0","2023","4","",8224,65273,65035,65356,1123959472,65404069,1352101,1326,"",1.02,0.96,0.96,0.98,1.04,0.96,1.04,1.07,"",377,4.8,4658,7.7,4920,8.2,5463,9.1,139791891,14.2,-20610070,-24.0,-506063,-27.2,69,5.5
"05001","3","1012","73","0","2023","4","",2,37,39,38,365578,4150,12,740,"",6.13,5.18,5.53,5.36,4.56,4.92,4.01,0.85,"",0,0.0,3,8.8,-2,-4.9,2,5.6,23743,6.9,-7176,-63.4,-22,-64.7,29,4.1
"05001","5","1012","73","0","2023","4","",79,300,294,289,5132298,155607,2329,1341,"",1.11,0.55,0.55,0.55,0.65,0.32,0.31,1.18,"",-12,-13.2,-26,-8.0,-29,-9.0,-23,-7.4,376633,7.9,-187278,-54.6,-2925,-55.7,199,17.4
"05003","3","1012","73","0","2023","4","",2,52,51,48,522260,26535,79,798,"",11.11,12.79,12.64,11.89,11.28,44.71,19.26,0.91,"",0,0.0,7,15.6,5,10.9,-1,-2.0,-64753,-11.0,-7664,-22.4,-24,-23.3,-170,-17.6
"05003","5","1012","73","0","2023","4","",40,547,541,566,10388829,1078304,42051,1449,"",1.02,1.75,1.76,1.87,2.27,3.15,4.09,1.26,"",5,14.3,-35,-6.0,72,15.4,81,16.7,2331474,28.9,-205086,-16.0,-24331,-36.7,238,19.7
"05005","3","1012","73","0","2023","4","",2,78,79,80,838861,26084,62,817,"",4.31,7.14,7.18,7.22,7.62,18.73,10.30,1.06,"",0,0.0,3,4.0,2,2.6,2,2.6,174028,26.2,-8963,-25.6,-43,-41.0,150,22.5
"05005","5","1012","73","0","2023","4","",127,577,576,571,7049598,535000,12319,944,"",1.25,0.69,0.69,0.69,0.65,0.67,0.82,0.94,"",13,11.4,33,6.1,29,5.3,31,5.7,863290,14.0,-77950,-12.7,-1232,-9.1,69,7.9
"05007","3","1012","73","0","2023","4","",5,192,190,194,2849393,0,0,1142,"",1.71,1.99,1.97,2.00,1.98,0.00,0.00,1.00,"",0,0.0,3,1.6,1,0.5,5,2.6,243233,9.3,0,0.0,0,0.0,81,7.6
"05007","5","1012","73","0","2023","4","",884,7615,7587,7664,128391366,7264792,104535,1296,"",1.39,1.03,1.03,1.05,0.90,0.88,0.81,0.87,"",57,6.9,914,13.6,855,12.7,1012,15.2,21425633,20.0,-1431176,-16.5,-12699,-10.8,67,5.5
"05009","2","1012","73","0","2023","4","",1,262,264,269,2997265,0,0,870,"",6.45,38.95,38.76,39.34,41.03,0.00,0.00,1.05,"",0,0.0,4,1.6,5,1.9,10,3.9,-41174,-1.4,0,0.0,0,0.0,-34,-3.8
"05009","3","1012","73","0","2023","4","",3,45,44,45,427354,15763,31,736,"",8.59,4.47,4.37,4.47,4.05,14.01,7.29,0.91,"",0,0.0,0,0.0,-1,-2.2,-1,-2.2,14681,3.6,-2815,-15.2,-25,-44.6,36,5.1
"05009","5","1012","73","0","2023","4","",68,570,573,572,8887816,499315,9431,1196,"",0.89,0.74,0.75,0.76,0.85,0.77,0.88,1.14,"",3,4.6,53,10.3,71,14.1,47,9.0,1661329,23.0,-189651,-27.5,-1475,-13.5,116,10.7
"05011","3","1012","73","0","2023","4","",1,16,15,15,151439,2778,5,760,"",8.55,6.16,5.83,5.87,6.27,8.92,5.83,1.05,"",0,0.0,1,6.7,0,0.0,0,0.0,17833,13.3,-9996,-78.3,-33,-86.8,75,10.9
"05011","5","1012","73","0","2023","4","",20,66,62,64,609369,31055,520,732,"",0.78,0.33,0.32,0.33,0.25,0.17,0.24,0.78,"",4,25.0,-8,-10.8,-4,-6.1,-4,-5.9,7062,1.2,-60433,-66.1,-3239,-86.2,64,9.6
"05013","3","1012","73","0","2023","4","",1,15,16,15,165595,13173,26,831,"",26.71,7.13,7.58,7.05,5.10,102.42,81.29,0.70,"",0,0.0,-1,-6.2,-1,-5.9,-2,-11.8,11430,7.4,-3830,-22.5,-25,-49.0,119,16.7
"05013","5","1012","73","0","2023","4","",11,47,48,44,492317,41172,124,817,"",1.35,0.29,0.30,0.28,0.15,0.55,0.15,0.53,"",0,0.0,3,6.8,3,6.7,2,4.8,60568,14.0,-4496,-9.8,-264,-68.0,56,7.4
"05015","3","1012","73","0","2023","4","",2,26,26,27,243654,16184,35,712,"",6.97,3.42,3.53,3.72,3.81,19.45,11.03,1.07,"",0,0.0,-9,-25.7,-22,-45.8,-10,-27.0,8600,3.7,-12504,-43.6,-51,-59.3,260,57.5
"05015","5","1012","73","0","2023","4","",83,440,441,427,5842630,278588,3369,1031,"",1.32,0.75,0.79,0.79,0.92,0.58,0.42,1.19,"",4,5.1,19,4.5,21,5.0,13,3.1,203038,3.6,-189333,-40.5,-672,-16.6,-6,-0.6
"05017","3","1012","73","0","2023","4","",1,14,13,15,122177,4858,14,671,"",7.90,7.51,7.00,7.98,6.49,26.74,19.98,0.87,"",0,0.0,2,16.7,1,8.3,3,25.0,-29373,-19.4,-8867,-64.6,-27,-65.9,-300,-30.9
"05017","5","1012","73","0","2023","4","N",14,0,0,0,0,0,0,0,"N",0.51,0,0,0,0,0,0,0,"N",-1,-6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05019","3","1012","73","0","2023","4","",4,47,40,44,425260,1462,4,749,"",16.82,7.99,6.71,7.32,7.32,1.93,1.00,1.00,"",2,100.0,-2,-4.1,-10,-20.0,-7,-13.7,14850,3.6,1462,100.0,4,100.0,118,18.7
"05019","5","1012","73","0","2023","4","",27,90,96,91,2484603,70453,1010,2070,"",0.52,0.20,0.21,0.20,0.43,0.16,0.10,2.11,"",1,3.8,-10,-10.0,-15,-13.5,-31,-25.4,13224,0.5,-262483,-78.8,-7578,-88.2,357,20.8
"05021","5","1012","73","0","2023","4","",31,143,140,118,1442689,159992,10868,830,"",1.13,0.84,0.88,0.76,0.72,1.03,2.12,0.87,"",-2,-6.1,11,8.3,7,5.3,4,3.5,44538,3.2,44577,38.6,2651,32.3,-21,-2.5
"05023","3","1012","73","0","2023","4","",1,30,30,30,240933,12956,39,618,"",4.39,6.74,6.72,6.73,5.84,19.96,15.07,0.87,"",0,0.0,0,0.0,0,0.0,0,0.0,10186,4.4,-1203,-8.5,-3,-7.1,26,4.4
"05023","5","1012","73","0","2023","4","",61,286,281,274,3645926,317842,7186,1000,"",1.23,0.84,0.83,0.82,0.89,0.85,1.11,1.08,"",1,1.7,-9,-3.1,-16,-5.4,-17,-5.8,206240,6.0,20197,6.8,1153,19.1,101,11.2
"05025","3","1012","73","0","2023","4","",1,12,12,13,124264,5140,15,775,"",22.08,16.14,15.91,17.29,16.27,87.04,65.38,0.99,"",0,0.0,-2,-14.3,-2,-14.3,-1,-7.1,-22546,-15.4,-7666,-59.9,-23,-60.5,-32,-4.0
"05025","5","1012","73","0","2023","4","N",1,0,0,0,0,0,0,0,"N",0.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05027","3","1012","73","0","2023","4","",2,43,43,42,326430,0,0,589,"",8.96,7.69,7.62,7.38,5.19,0.00,0.00,0.69,"",0,0.0,3,7.5,3,7.5,1,2.4,34887,12.0,0,0.0,0,0.0,33,5.9
"05027","5","1012","73","0","2023","4","",29,133,127,129,1554118,88303,659,922,"",0.59,0.31,0.30,0.30,0.25,0.24,0.07,0.82,"",2,7.4,12,9.9,17,15.5,0,0.0,158569,11.4,-16344,-15.6,-72,-9.8,27,3.0
"05029","3","1012","73","0","2023","4","",2,35,51,50,592453,18112,36,1005,"",11.11,7.70,11.04,10.76,11.98,36.51,12.90,1.22,"",0,0.0,-5,-12.5,14,37.8,2,4.2,29640,5.3,-7351,-28.9,-40,-52.6,-34,-3.3
"05029","5","1012","73","0","2023","4","",56,521,522,518,8782095,448815,6268,1298,"",1.42,1.49,1.49,1.49,1.79,1.57,0.90,1.20,"",2,3.7,-39,-7.0,-20,-3.7,-29,-5.3,-221978,-2.5,-61141,-12.0,-2354,-27.3,38,3.0
"05031","3","1012","73","0","2023","4","",2,112,114,114,1391995,16118,32,945,"",1.86,2.98,3.03,3.01,3.17,3.33,1.62,1.06,"",0,0.0,1,0.9,7,6.5,8,7.5,144524,11.6,-25364,-61.1,-92,-74.2,56,6.3
"05031","5","1012","73","0","2023","4","",282,2732,2719,2729,49708305,2450954,46242,1402,"",1.20,0.94,0.95,0.96,1.14,0.88,0.93,1.20,"",10,3.7,97,3.7,86,3.3,126,4.8,5003950,11.2,-873653,-26.3,-25685,-35.7,91,6.9
"05033","3","1012","73","0","2023","4","",2,42,41,43,542178,23730,71,993,"",4.42,3.18,3.10,3.21,3.87,12.28,10.59,1.22,"",0,0.0,0,0.0,-1,-2.4,1,2.4,-180920,-25.0,-14059,-37.2,-42,-37.2,-331,-25.0
"05033","5","1012","73","0","2023","4","",147,1268,1269,1268,22926834,1323712,23420,1390,"",1.49,1.25,1.26,1.26,1.65,1.19,1.39,1.31,"",7,5.0,130,11.4,127,11.1,115,10.0,4825278,26.7,-604862,-31.4,-18924,-44.7,173,14.2
"05035","3","1012","73","0","2023","4","",2,50,51,52,437132,14387,43,659,"",5.21,4.58,4.67,4.77,3.81,8.58,7.80,0.81,"",0,0.0,12,31.6,13,34.2,14,36.8,45096,11.5,7209,100.4,22,104.8,-135,-17.0
"05035","5","1012","73","0","2023","4","",33,297,300,275,4797349,166492,4404,1270,"",0.39,0.35,0.36,0.34,0.42,0.17,0.32,1.20,"",1,3.1,-71,-19.3,-50,-14.3,-84,-23.4,-3683964,-43.4,-306437,-64.8,-13811,-75.8,-547,-30.1
"05037","2","1012","73","0","2023","4","",1,247,249,254,2652509,0,0,816,"",13.67,112.75,111.89,113.87,129.24,0.00,0.00,1.15,"",0,0.0,4,1.6,6,2.5,11,4.5,-36439,-1.4,0,0.0,0,0.0,-35,-4.1
"05037","3","1012","73","0","2023","4","",1,27,27,25,207384,16689,50,606,"",6.07,8.24,8.21,7.62,6.99,39.39,32.68,0.87,"",0,0.0,5,22.7,5,22.7,2,8.7,12418,6.4,-15270,-47.8,-46,-47.9,-66,-9.8
"05037","5","1012","73","0","2023","4","",23,107,105,107,1212383,206823,4969,877,"",0.64,0.42,0.42,0.44,0.41,0.85,1.30,0.97,"",-1,-4.2,29,37.2,26,32.9,27,33.8,238870,24.5,122159,144.3,4503,966.3,-71,-7.5
"05039","3","1012","73","0","2023","4","",1,16,16,15,135924,0,0,667,"",12.75,8.98,8.96,8.36,8.17,0.00,0.00,0.93,"",0,0.0,3,23.1,2,14.3,2,15.4,40099,41.8,0,0.0,0,0.0,114,20.6
"05039","5","1012","73","0","2023","4","",15,55,51,53,677253,51733,273,983,"",0.88,0.40,0.38,0.39,0.41,0.42,0.14,1.05,"",-2,-11.8,-11,-16.7,-14,-21.5,-11,-17.2,-185275,-21.5,-40904,-44.2,-451,-62.3,-38,-3.7
"05041","3","1012","73","0","2023","4","",1,5,5,5,129828,10792,54,1997,"",6.48,1.63,1.66,1.66,4.09,35.57,26.02,2.48,"",0,0.0,0,0.0,0,0.0,0,0.0,18837,17.0,9241,595.8,50,1250.0,289,16.9
"05041","5","1012","73","0","2023","4","",15,81,80,79,1038426,11293,107,998,"",0.44,0.34,0.35,0.35,0.33,0.06,0.02,0.95,"",2,15.4,10,14.1,9,12.7,10,14.5,91704,9.7,-31077,-73.3,-123,-53.5,-37,-3.6
"05043","3","1012","73","0","2023","4","",1,5,5,5,32859,1247,5,506,"",5.41,1.15,1.13,1.15,0.78,2.48,2.66,0.69,"",0,0.0,0,0.0,0,0.0,0,0.0,337,1.0,-1065,-46.1,-2,-28.6,6,1.2
"05043","5","1012","73","0","2023","4","",31,178,182,186,2359278,217701,4778,997,"",0.77,0.53,0.54,0.57,0.57,0.75,1.01,1.04,"",3,10.7,19,11.9,33,22.1,32,20.8,32933,1.4,40077,22.6,2260,89.8,-165,-14.2
"05045","3","1012","73","0","2023","4","",2,71,72,71,835606,18849,57,901,"",1.72,2.29,2.31,2.27,2.50,4.68,3.08,1.09,"",0,0.0,-3,-4.1,0,0.0,-2,-2.7,62178,8.0,-19652,-51.0,-58,-50.4,86,10.6
"05045","5","1012","73","0","2023","4","",411,3680,3652,3649,60603438,2666778,47233,1274,"",1.62,1.54,1.54,1.56,1.83,1.15,1.02,1.18,"",18,4.6,451,14.0,431,13.4,445,13.9,9738619,19.1,-532355,-16.6,3871,8.9,58,4.8
"05047","3","1012","73","0","2023","4","",1,20,20,19,181164,12083,48,709,"",6.96,5.88,5.92,5.61,5.58,31.67,38.12,0.96,"",0,0.0,1,5.3,1,5.3,0,0.0,15143,9.1,-18128,-60.0,-43,-47.3,37,5.5
"05047","5","1012","73","0","2023","4","",42,193,196,200,2132006,233067,4952,835,"",1.34,0.74,0.76,0.79,0.66,1.06,1.57,0.87,"",4,10.5,26,15.6,33,20.2,25,14.3,646842,43.6,36969,18.9,-397,-7.4,156,23.0
